!SIL 1.0	sil
obrót 1.0	o* b r u t
obrębem 1.0	o b r en* b e m
obrębie 1.0	o b r en* b j e
obręcz 1.0	o* b r e n tS
obręcz 1.0	o* b r en tS
obsada 1.0	o b s a* d a
obsada 1.0	o p s a* d a
obsadkę 1.0	o b s a* d k e
obsadkę 1.0	o b s a* d k en
obsadkę 1.0	o b s a* t k e
obsadkę 1.0	o b s a* t k en
obsadkę 1.0	o p s a* d k e
obsadkę 1.0	o p s a* d k en
obsadkę 1.0	o p s a* t k e
obsadkę 1.0	o p s a* t k en
obsady 1.0	o b s a* d I
obsady 1.0	o p s a* d I
obsadzających 1.0	o b s a dz a j on* ts I x
obsadzających 1.0	o p s a dz a j on* ts I x
obsadzanie 1.0	o b s a dz a* ni e
obsadzanie 1.0	o p s a dz a* ni e
obsadzenia 1.0	o b s a dz e* ni a
obsadzenia 1.0	o p s a dz e* ni a
obsadzenie 1.0	o b s a dz e* ni e
obsadzenie 1.0	o p s a dz e* ni e
obsadził 1.0	o b s a* dzi i w
obsadził 1.0	o p s a* dzi i w
obsadzona 1.0	o b s a dz o* n a
obsadzona 1.0	o p s a dz o* n a
obsadzone 1.0	o b s a dz o* n e
obsadzone 1.0	o p s a dz o* n e
obsadę 1.0	o b s a* d e
obsadę 1.0	o b s a* d en
obsadę 1.0	o p s a* d e
obsadę 1.0	o p s a* d en
obserwacja 1.0	o b s e r v a* ts j a
obserwacja 1.0	o p s e r v a* ts j a
obserwacje 1.0	o b s e r v a* ts j e
obserwacje 1.0	o p s e r v a* ts j e
obserwacji 1.0	o b s e r v a* ts i
obserwacji 1.0	o b s e r v a* ts j i
obserwacji 1.0	o p s e r v a* ts i
obserwacji 1.0	o p s e r v a* ts j i
obserwację 1.0	o b s e r v a* ts j e
obserwację 1.0	o b s e r v a* ts j en
obserwację 1.0	o p s e r v a* ts j e
obserwację 1.0	o p s e r v a* ts j en
obserwacyjnego 1.0	o b s e r v a ts I j n e* g o
obserwacyjnego 1.0	o p s e r v a ts I j n e* g o
obserwacyjny 1.0	o b s e r v a ts I* j n I
obserwacyjny 1.0	o p s e r v a ts I* j n I
obserwator 1.0	o b s e r v a* t o r
obserwator 1.0	o p s e r v a* t o r
obserwatora 1.0	o b s e r v a t o* r a
obserwatora 1.0	o p s e r v a t o* r a
obserwatorium 1.0	o b s e r v a t o* r j u m
obserwatorium 1.0	o p s e r v a t o* r j u m
obserwatorzy 1.0	o b s e r v a t o* Z I
obserwatorzy 1.0	o p s e r v a t o* Z I
obserwatorów 1.0	o b s e r v a t o* r u f
obserwatorów 1.0	o b s e r v a t o* r u v
obserwatorów 1.0	o p s e r v a t o* r u f
obserwatorów 1.0	o p s e r v a t o* r u v
obserwowali 1.0	o b s e r v o v a* l i
obserwowali 1.0	o p s e r v o v a* l i
obserwowaliśmy 1.0	o b s e r v o v a* l i si m I
obserwowaliśmy 1.0	o p s e r v o v a* l i si m I
obserwowane 1.0	o b s e r v o v a* n e
obserwowane 1.0	o p s e r v o v a* n e
obserwowanego 1.0	o b s e r v o v a n e* g o
obserwowanego 1.0	o p s e r v o v a n e* g o
obserwowanie 1.0	o b s e r v o v a* ni e
obserwowanie 1.0	o p s e r v o v a* ni e
obserwować 1.0	o b s e r v o* v a tsi
obserwować 1.0	o p s e r v o* v a tsi
obserwował 1.0	o b s e r v o* v a w
obserwował 1.0	o p s e r v o* v a w
obserwowałem 1.0	o b s e r v o v a* w e m
obserwowałem 1.0	o p s e r v o v a* w e m
obserwuje 1.0	o b s e r v u* j e
obserwuje 1.0	o p s e r v u* j e
obserwujemy 1.0	o b s e r v u j e* m I
obserwujemy 1.0	o p s e r v u j e* m I
obserwują 1.0	o b s e r v u* j o m
obserwują 1.0	o b s e r v u* j on
obserwują 1.0	o p s e r v u* j o m
obserwują 1.0	o p s e r v u* j on
obserwując 1.0	o b s e r v u* j o n ts
obserwując 1.0	o b s e r v u* j on ts
obserwując 1.0	o p s e r v u* j o n ts
obserwując 1.0	o p s e r v u* j on ts
obserwujące 1.0	o b s e r v u j on* ts e
obserwujące 1.0	o p s e r v u j on* ts e
obserwujący 1.0	o b s e r v u j on* ts I
obserwujący 1.0	o p s e r v u j on* ts I
obserwuję 1.0	o b s e r v u* j e
obserwuję 1.0	o b s e r v u* j en
obserwuję 1.0	o p s e r v u* j e
obserwuję 1.0	o p s e r v u* j en
obsesja 1.0	o b s e* s j a
obsesja 1.0	o p s e* s j a
obsesji 1.0	o b s e* s i
obsesji 1.0	o b s e* s j i
obsesji 1.0	o p s e* s i
obsesji 1.0	o p s e* s j i
obsesjonata 1.0	o b s e s j o n a* t a
obsesjonata 1.0	o p s e s j o n a* t a
obsesją 1.0	o b s e* s j o m
obsesją 1.0	o b s e* s j on
obsesją 1.0	o p s e* s j o m
obsesją 1.0	o p s e* s j on
obsesyjna 1.0	o b s e s I* j n a
obsesyjna 1.0	o p s e s I* j n a
obsesyjnego 1.0	o b s e s I j n e* g o
obsesyjnego 1.0	o p s e s I j n e* g o
obsesyjnokompulsyjnych 1.0	o b s e s I j n o k o m p u l s I* j n I x
obsesyjnokompulsyjnych 1.0	o p s e s I j n o k o m p u l s I* j n I x
obsesyjny 1.0	o b s e s I* j n I
obsesyjny 1.0	o p s e s I* j n I
obsiadali 1.0	o b si a d a* l i
obsiadali 1.0	o p si a d a* l i
obsiewał 1.0	o b si i* e* v a w
obsiewał 1.0	o p si i* e* v a w
obstalowanych 1.0	o b s t a l o v a* n I x
obstalowanych 1.0	o p s t a l o v a* n I x
obstawał 1.0	o b s t a* v a w
obstawał 1.0	o p s t a* v a w
obstawili 1.0	o b s t a v i* l i
obstawili 1.0	o p s t a v i* l i
obstawionych 1.0	o b s t a v i* o* n I x
obstawionych 1.0	o p s t a v i* o* n I x
obstawy 1.0	o b s t a* v I
obstawy 1.0	o p s t a* v I
obsunąć 1.0	o b s u* n o ni tsi
obsunąć 1.0	o b s u* n on tsi
obsunąć 1.0	o p s u* n o ni tsi
obsunąć 1.0	o p s u* n on tsi
obsunęła 1.0	o b s u n en* w a
obsunęła 1.0	o p s u n en* w a
obsuwają 1.0	o b s u v a* j o m
obsuwają 1.0	o b s u v a* j on
obsuwają 1.0	o p s u v a* j o m
obsuwają 1.0	o p s u v a* j on
obsypałem 1.0	o b s I p a* w e m
obsypałem 1.0	o p s I p a* w e m
obszar 1.0	o* b S a r
obszar 1.0	o* p S a r
obszarach 1.0	o b S a* r a x
obszarach 1.0	o p S a* r a x
obszarami 1.0	o b S a r a* m i
obszarami 1.0	o p S a r a* m i
obszarem 1.0	o b S a* r e m
obszarem 1.0	o p S a* r e m
obszarniczych 1.0	o b S a r ni i* tS I x
obszarniczych 1.0	o p S a r ni i* tS I x
obszarników 1.0	o b S a r ni i* k u f
obszarników 1.0	o b S a r ni i* k u v
obszarników 1.0	o p S a r ni i* k u f
obszarników 1.0	o p S a r ni i* k u v
obszaru 1.0	o b S a* r u
obszaru 1.0	o p S a* r u
obszary 1.0	o b S a* r I
obszary 1.0	o p S a* r I
obszarze 1.0	o b S a* Z e
obszarze 1.0	o p S a* Z e
obszarów 1.0	o b S a* r u f
obszarów 1.0	o b S a* r u v
obszarów 1.0	o p S a* r u f
obszarów 1.0	o p S a* r u v
obszerne 1.0	o b S e* r n e
obszerne 1.0	o p S e* r n e
obszernie 1.0	o b S e* r ni e
obszernie 1.0	o p S e* r ni e
obszerniejsza 1.0	o b S e r ni i* e* j S a
obszerniejsza 1.0	o p S e r ni i* e* j S a
obszernych 1.0	o b S e* r n I x
obszernych 1.0	o p S e* r n I x
obszernymi 1.0	o b S e r n I* m i
obszernymi 1.0	o p S e r n I* m i
obszerną 1.0	o b S e* r n o m
obszerną 1.0	o b S e* r n on
obszerną 1.0	o p S e* r n o m
obszerną 1.0	o p S e* r n on
obszukiwania 1.0	o b S u k i v a* ni a
obszukiwania 1.0	o p S u k i v a* ni a
obszytej 1.0	o b S I* t e j
obszytej 1.0	o p S I* t e j
obsłudze 1.0	o b s w u* dz e
obsłudze 1.0	o p s w u* dz e
obsługa 1.0	o b s w u* g a
obsługa 1.0	o p s w u* g a
obsługi 1.0	o b s w u* g i
obsługi 1.0	o p s w u* g i
obsługiwanie 1.0	o b s w u g i v a* ni e
obsługiwanie 1.0	o p s w u g i v a* ni e
obsługiwaniem 1.0	o b s w u g i v a* ni e m
obsługiwaniem 1.0	o p s w u g i v a* ni e m
obsługiwany 1.0	o b s w u g i v a* n I
obsługiwany 1.0	o p s w u g i v a* n I
obsługiwały 1.0	o b s w u g i v a* w I
obsługiwały 1.0	o p s w u g i v a* w I
obsługuje 1.0	o b s w u g u* j e
obsługuje 1.0	o p s w u g u* j e
obsługującego 1.0	o b s w u g u j o n ts e* g o
obsługującego 1.0	o b s w u g u j on ts e* g o
obsługującego 1.0	o p s w u g u j o n ts e* g o
obsługującego 1.0	o p s w u g u j on ts e* g o
obsługujący 1.0	o b s w u g u j on* ts I
obsługujący 1.0	o p s w u g u j on* ts I
obsługą 1.0	o b s w u* g o m
obsługą 1.0	o b s w u* g on
obsługą 1.0	o p s w u* g o m
obsługą 1.0	o p s w u* g on
obsługę 1.0	o b s w u* g e
obsługę 1.0	o b s w u* g en
obsługę 1.0	o p s w u* g e
obsługę 1.0	o p s w u* g en
obsłużony 1.0	o b s w u Z o* n I
obsłużony 1.0	o p s w u Z o* n I
obsłużonym 1.0	o b s w u Z o* n I m
obsłużonym 1.0	o p s w u Z o* n I m
obsłużyć 1.0	o b s w u* Z I tsi
obsłużyć 1.0	o p s w u* Z I tsi
obu 1.0	o* b u*
obuchowicz 1.0	o b u x o* v i tS
obuchowska 1.0	o b u x o* f s k a
obuchowska 1.0	o b u x o* v s k a
obudowania 1.0	o b u d o v a* ni a
obudować 1.0	o b u d o* v a tsi
obudowy 1.0	o b u d o* v I
obudzenia 1.0	o b u dz e* ni a
obudzenie 1.0	o b u dz e* ni e
obudzi 1.0	o* b u* dzi i
obudził 1.0	o* b u* dzi i w
obudziła 1.0	o b u dzi i* w a
obudziłem 1.0	o b u dzi i* w e m
obudzone 1.0	o b u dz o* n e
obuje 1.0	o* b u* j e
obumarłych 1.0	o b u* m a* r w I x
obumiera 1.0	o b u* m i* e* r a
oburza 1.0	o* b u* Z a
oburzając 1.0	o b u Z a* j o n ts
oburzając 1.0	o b u Z a* j on ts
oburzało 1.0	o b u Z a* w o
oburzeni 1.0	o b u Z e* ni i
oburzenia 1.0	o b u Z e* ni a
oburzenie 1.0	o b u Z e* ni e
oburzeniem 1.0	o b u Z e* ni e m
oburzona 1.0	o b u Z o* n a
oburzonej 1.0	o b u Z o* n e j
oburzony 1.0	o b u Z o* n I
oburzy 1.0	o* b u* Z I
oburzyło 1.0	o b u Z I* w o
oburącz 1.0	o* b u* r o n tS
oburącz 1.0	o* b u* r on tS
obustronne 1.0	o b u s t r o* n n e
obuwia 1.0	o* b u* v j a
obuwiem 1.0	o* b u* v j e m
obwarowania 1.0	o b v a r o v a* ni a
obwarowań 1.0	o b v a r o* v a ni
obwieszone 1.0	o b v j e S o* n e
obwinianiem 1.0	o b v i ni i* a* ni e m
obwiniał 1.0	o b v i* ni a w
obwinionemu 1.0	o b v i ni j o n e* m u
obwinionemu 1.0	o b v i ni o n e* m u
obwiniony 1.0	o b v i ni i* o* n I
obwodach 1.0	o b v o* d a x
obwodnica 1.0	o b v o d ni i* ts a
obwodnicy 1.0	o b v o d ni i* ts I
obwodnicę 1.0	o b v o d ni i* ts e
obwodnicę 1.0	o b v o d ni i* ts en
obwodowy 1.0	o b v o d o* v I
obwodowych 1.0	o b v o d o* v I x
obwodu 1.0	o b v o* d u
obwołany 1.0	o b v o w a* n I
obyczaj 1.0	o* b I* tS a j
obyczajami 1.0	o b I tS a j a* m i
obyczaje 1.0	o b I tS a* j e
obyczajem 1.0	o b I tS a* j e m
obyczajności 1.0	o b I tS a j n o* si tsi i
obyczajność 1.0	o b I tS a* j n o si tsi
obyczajowej 1.0	o b I tS a j o* v e j
obyczajowo 1.0	o b I tS a j o* v o
obyczajowości 1.0	o b I tS a j o v o* si tsi i
obyczaju 1.0	o b I tS a* j u
obyczajów 1.0	o b I tS a* j u f
obyczajów 1.0	o b I tS a* j u v
obydwa 1.0	o* b I* d v a
obydwaj 1.0	o* b I* d v a j
obydwie 1.0	o* b I* d v j e
obydwoje 1.0	o b I d v o* j e
obydwoma 1.0	o b I d v o* m a
obyty 1.0	o* b I* t I
obywa 1.0	o* b I* v a
obywając 1.0	o b I v a* j o n ts
obywając 1.0	o b I v a* j on ts
obywatel 1.0	o b I v a* t e l
obywatela 1.0	o b I v a t e* l a
obywatelami 1.0	o b I v a t e l a* m i
obywatele 1.0	o b I v a t e* l e
obywateli 1.0	o b I v a t e* l i
obywatelką 1.0	o b I v a t e* l k o m
obywatelką 1.0	o b I v a t e* l k on
obywatelom 1.0	o b I v a t e* l o m
obywatelowi 1.0	o b I v a t e l o* v i
obywatelska 1.0	o b I v a t e* l s k a
obywatelski 1.0	o b I v a t e* l s k i
obywatelskich 1.0	o b I v a t e* l s k i x
obywatelskie 1.0	o b I v a t e* l s k j e
obywatelskiego 1.0	o b I v a t e l s k i* e* g o
obywatelskiej 1.0	o b I v a t e* l s k j e j
obywatelstwa 1.0	o b I v a t e* l s t f a
obywatelstwo 1.0	o b I v a t e* l s t f o
obyć 1.0	o* b I* tsi
obyło 1.0	o* b I* w o
obóz 1.0	o* b u* s
obóz 1.0	o* b u* z
obław 1.0	o* b w a f
obław 1.0	o* b w a v
obława 1.0	o b w a* v a
obłe 1.0	o* b w e
obło 1.0	o* b w o
obłoki 1.0	o b w o* k i
obłoku 1.0	o b w o* k u
obłoków 1.0	o b w o* k u f
obłoków 1.0	o b w o* k u v
obłowił 1.0	o b w o* v i w
obłożenia 1.0	o b w o Z e* ni a
obłożony 1.0	o b w o Z o* n I
obłożył 1.0	o b w o* Z I w
obłudne 1.0	o b w u* d n e
obły 1.0	o* b w I
obłąkanych 1.0	o b w o n k a* n I x
obłąkanych 1.0	o b w on k a* n I x
obłęd 1.0	o* b w e n d
obłęd 1.0	o* b w e n t
obłęd 1.0	o* b w en d
obłęd 1.0	o* b w en t
ocalał 1.0	o ts a* l a w
ocalałby 1.0	o ts a* l a w b I
ocalałem 1.0	o ts a l a* w e m
ocalały 1.0	o ts a l a* w I
ocalałymi 1.0	o ts a l a w I* m i
ocalenia 1.0	o ts a l e* ni a
ocalenie 1.0	o ts a l e* ni e
ocali 1.0	o ts a* l i
ocalili 1.0	o ts a l i* l i
ocalić 1.0	o ts a* l i tsi
ocalił 1.0	o ts a* l i w
ocaliła 1.0	o ts a l i* w a
ocalona 1.0	o ts a l o* n a
ocalonych 1.0	o ts a l o* n I x
ocean 1.0	o ts e* a n
oceanach 1.0	o ts e* a n a x
oceanem 1.0	o ts e* a n e m
oceanicznego 1.0	o ts e a ni i tS n e* g o
oceanicznemu 1.0	o ts e a ni i tS n e* m u
oceanicznych 1.0	o ts e a* ni i* tS n I x
oceanie 1.0	o ts e* a ni e
oceanie 1.0	o ts e* a ni j e
oceanii 1.0	o ts e* a ni i
oceanii 1.0	o ts e* a ni j i
oceanu 1.0	o ts e* a n u
oceanów 1.0	o ts e* a n u f
oceanów 1.0	o ts e* a n u v
ocen 1.0	o* ts e n
ocena 1.0	o ts e* n a
ocenia 1.0	o ts e* ni a
oceniają 1.0	o ts e ni i* a* j o m
oceniają 1.0	o ts e ni i* a* j on
oceniając 1.0	o ts e ni i* a* j o n ts
oceniając 1.0	o ts e ni i* a* j on ts
oceniający 1.0	o ts e ni a j on* ts I
oceniający 1.0	o ts e ni j a j on* ts I
oceniali 1.0	o ts e ni i* a* l i
oceniamy 1.0	o ts e ni i* a* m I
oceniane 1.0	o ts e ni i* a* n e
ocenianej 1.0	o ts e ni i* a* n e j
oceniać 1.0	o ts e* ni a tsi
oceniał 1.0	o ts e* ni a w
oceniała 1.0	o ts e ni i* a* w a
ocenie 1.0	o ts e* ni e
ocenienia 1.0	o ts e ni i* e* ni a
ocenili 1.0	o ts e ni i* l i
ocenione 1.0	o ts e ni i* o* n e
oceniono 1.0	o ts e ni i* o* n o
oceniony 1.0	o ts e ni i* o* n I
ocenić 1.0	o ts e* ni i tsi
ocenił 1.0	o ts e* ni i w
oceny 1.0	o ts e* n I
oceną 1.0	o ts e* n o m
oceną 1.0	o ts e* n on
ocenę 1.0	o ts e* n e
ocenę 1.0	o ts e* n en
ocet 1.0	o* ts e t
och 1.0	o* x
ochocie 1.0	o x o* tsi e
ochocki 1.0	o x o* ts k i
ochoczo 1.0	o x o* tS o
ochoczy 1.0	o x o* tS I
ochoczych 1.0	o x o* tS I x
ochota 1.0	o x o* t a
ochotnicy 1.0	o x o t ni i* ts I
ochotników 1.0	o x o t ni i* k u f
ochotników 1.0	o x o t ni i* k u v
ochoty 1.0	o x o* t I
ochotą 1.0	o x o* t o m
ochotą 1.0	o x o* t on
ochotę 1.0	o x o* t e
ochotę 1.0	o x o* t en
ochrona 1.0	o x r o* n a
ochroni 1.0	o x r o* ni i
ochronie 1.0	o x r o* ni e
ochronić 1.0	o x r o* ni i tsi
ochronne 1.0	o x r o* n n e
ochronnego 1.0	o x r o n n e* g o
ochronnej 1.0	o x r o* n n e j
ochronnie 1.0	o x r o* n ni e
ochronnie 1.0	o x r o* ni ni e
ochronnych 1.0	o x r o* n n I x
ochronnym 1.0	o x r o* n n I m
ochronną 1.0	o x r o* n n o m
ochronną 1.0	o x r o* n n on
ochrony 1.0	o x r o* n I
ochroną 1.0	o x r o* n o m
ochroną 1.0	o x r o* n on
ochronę 1.0	o x r o* n e
ochronę 1.0	o x r o* n en
ochrzania 1.0	o x S a* ni a
ociekający 1.0	o tsi e k a j on* ts I
ociekających 1.0	o tsi e k a j on* ts I x
ociekać 1.0	o tsi i* e* k a tsi
ocienione 1.0	o tsi e ni i* o* n e
ocienionych 1.0	o tsi e ni i* o* n I x
ocienionym 1.0	o tsi e ni i* o* n I m
ocieplenia 1.0	o tsi e p l e* ni a
ocieplić 1.0	o tsi i* e* p l i tsi
ociera 1.0	o tsi i* e* r a
ocierają 1.0	o tsi e r a* j o m
ocierają 1.0	o tsi e r a* j on
ocierali 1.0	o tsi e r a* l i
ociężałe 1.0	o tsi e n Z a* w e
ociężałe 1.0	o tsi en Z a* w e
ociężałość 1.0	o tsi e n Z a* w o si tsi
ociężałość 1.0	o tsi en Z a* w o si tsi
ociężały 1.0	o tsi e n Z a* w I
ociężały 1.0	o tsi en Z a* w I
ocknął 1.0	o* ts k n o w
ocknął 1.0	o* ts k n on w
ocknęła 1.0	o ts k n en* w a
octem 1.0	o* ts t e* m
octu 1.0	o* ts t u*
oczach 1.0	o* tS a x
oczami 1.0	o tS a* m i
oczarowałem 1.0	o tS a r o v a* w e m
oczarowuje 1.0	o tS a r o v u* j e
oczekiwali 1.0	o tS e k i v a* l i
oczekiwane 1.0	o tS e k i v a* n e
oczekiwanego 1.0	o tS e k i v a n e* g o
oczekiwania 1.0	o tS e k i v a* ni a
oczekiwaniami 1.0	o tS e k i v a ni i* a* m i
oczekiwanie 1.0	o tS e k i v a* ni e
oczekiwaniem 1.0	o tS e k i v a* ni e m
oczekiwaniom 1.0	o tS e k i v a* ni o m
oczekiwaniu 1.0	o tS e k i v a* ni u
oczekiwano 1.0	o tS e k i v a* n o
oczekiwany 1.0	o tS e k i v a* n I
oczekiwać 1.0	o tS e k i* v a tsi
oczekiwał 1.0	o tS e k i* v a w
oczekiwała 1.0	o tS e k i v a* w a
oczekiwałam 1.0	o tS e k i v a* w a m
oczekiwań 1.0	o tS e k i* v a ni
oczekuje 1.0	o tS e k u* j e
oczekują 1.0	o tS e k u* j o m
oczekują 1.0	o tS e k u* j on
oczekując 1.0	o tS e k u* j o n ts
oczekując 1.0	o tS e k u* j on ts
oczekujący 1.0	o tS e k u j on* ts I
oczekujących 1.0	o tS e k u j on* ts I x
oczernianie 1.0	o tS e r ni i* a* ni e
oczerniony 1.0	o tS e r ni i* o* n I
oczkach 1.0	o* tS k a* x
oczkami 1.0	o* tS k a* m i
oczki 1.0	o* tS k i*
oczkiem 1.0	o* tS k i* e* m
oczko 1.0	o* tS k o*
oczodoły 1.0	o tS o d o* w I
oczom 1.0	o* tS o m
oczu 1.0	o* tS u
oczy 1.0	o* tS I
oczya 1.0	o* tS I a
oczyma 1.0	o tS I* m a
oczyszcza 1.0	o tS I* S tS a
oczyszczają 1.0	o tS I S tS a* j o m
oczyszczają 1.0	o tS I S tS a* j on
oczyszczając 1.0	o tS I S tS a* j o n ts
oczyszczając 1.0	o tS I S tS a* j on ts
oczyszczalni 1.0	o tS I S tS a* l ni i
oczyszczania 1.0	o tS I S tS a* ni a
oczyszczanie 1.0	o tS I S tS a* ni e
oczyszczaniu 1.0	o tS I S tS a* ni u
oczyszczać 1.0	o tS I* S tS a tsi
oczyszczenia 1.0	o tS I S tS e* ni a
oczyszczenie 1.0	o tS I S tS e* ni e
oczyszczona 1.0	o tS I S tS o* n a
oczyszczonego 1.0	o tS I S tS o n e* g o
oczyszczoną 1.0	o tS I S tS o* n o m
oczyszczoną 1.0	o tS I S tS o* n on
oczytaniu 1.0	o tS I t a* ni u
oczywista 1.0	o tS I* v i s t a
oczywiste 1.0	o tS I v i* s t e
oczywistego 1.0	o tS I v i s t e* g o
oczywistość 1.0	o tS I v i* s t o si tsi
oczywisty 1.0	o tS I v i* s t I
oczywistych 1.0	o tS I v i* s t I x
oczywistym 1.0	o tS I v i* s t I m
oczywistymi 1.0	o tS I v i s t I* m i
oczywiście 1.0	o tS I* v i si tsi e
oczywiścienie 1.0	o tS I v i si tsi i* e* ni e
oczyścić 1.0	o tS I* si tsi i tsi
oczyściły 1.0	o tS I si tsi i* w I
od 1.0	o* d
od 1.0	o* t
odarte 1.0	o* d a* r t e
odarty 1.0	o* d a* r t I
odbicia 1.0	o d b i* tsi a
odbicie 1.0	o d b i* tsi e
odbiciu 1.0	o d b i* tsi u
odbiega 1.0	o d b i* e* g a
odbiegają 1.0	o d b j e g a* j o m
odbiegają 1.0	o d b j e g a* j on
odbiegać 1.0	o d b i* e* g a tsi
odbiegałaby 1.0	o d b j e g a* w a b I
odbiegł 1.0	o* d b j e g
odbiegł 1.0	o* d b j e g w
odbiegł 1.0	o* d b j e k
odbiera 1.0	o d b i* e* r a
odbieram 1.0	o d b i* e* r a m
odbierane 1.0	o d b j e r a* n e
odbierania 1.0	o d b j e r a* ni a
odbieraniu 1.0	o d b j e r a* ni u
odbieranym 1.0	o d b j e r a* n I m
odbierać 1.0	o d b i* e* r a tsi
odbierał 1.0	o d b i* e* r a w
odbierała 1.0	o d b j e r a* w a
odbierałby 1.0	o d b i* e* r a w b I
odbierałem 1.0	o d b j e r a* w e m
odbija 1.0	o d b i* j a
odbijają 1.0	o d b i j a* j o m
odbijają 1.0	o d b i j a* j on
odbijając 1.0	o d b i j a* j o n ts
odbijając 1.0	o d b i j a* j on ts
odbijające 1.0	o d b i j a j on* ts e
odbijał 1.0	o d b i* j a w
odbijała 1.0	o d b i j a* w a
odbijało 1.0	o d b i j a* w o
odbijały 1.0	o d b i j a* w I
odbiorca 1.0	o d b i* o* r ts a
odbiorcami 1.0	o d b j o r ts a* m i
odbiorcom 1.0	o d b i* o* r ts o m
odbiorcy 1.0	o d b i* o* r ts I
odbiorcze 1.0	o d b i* o* r tS e
odbiorczej 1.0	o d b i* o* r tS e j
odbiorczo 1.0	o d b i* o* r tS o
odbiorczości 1.0	o d b j o r tS o* si tsi i
odbiorców 1.0	o d b i* o* r ts u f
odbiorców 1.0	o d b i* o* r ts u v
odbiorcą 1.0	o d b i* o* r ts o m
odbiorcą 1.0	o d b i* o* r ts on
odbiorem 1.0	o d b i* o* r e m
odbiornik 1.0	o d b i* o* r ni i k
odbiornika 1.0	o d b i* o* r ni i k a
odbioru 1.0	o d b i* o* r u
odbiory 1.0	o d b i* o* r I
odbiorze 1.0	o d b i* o* Z e
odbiorą 1.0	o d b i* o* r o m
odbiorą 1.0	o d b i* o* r on
odbite 1.0	o d b i* t e
odbitego 1.0	o d b i t e* g o
odbiór 1.0	o* d b j u r
odbić 1.0	o* d b i tsi
odbił 1.0	o* d b i w
odbiła 1.0	o d b i* w a
odblaskach 1.0	o d b l a* s k a x
odbudowali 1.0	o d b u d o v a* l i
odbudowania 1.0	o d b u d o v a* ni a
odbudowanie 1.0	o d b u d o v a* ni e
odbudowaniu 1.0	o d b u d o v a* ni u
odbudować 1.0	o d b u d o* v a tsi
odbudowy 1.0	o d b u d o* v I
odbudowywanie 1.0	o d b u d o v I v a* ni e
odbudowywałem 1.0	o d b u d o v I v a* w e m
odbudowę 1.0	o d b u d o* v e
odbudowę 1.0	o d b u d o* v en
odbuduje 1.0	o d b u d u* j e
odbudujemy 1.0	o d b u d u j e* m I
odburkiwał 1.0	o d b u r k i* v a w
odbycia 1.0	o d b I* tsi a
odbyciu 1.0	o d b I* tsi u
odbyta 1.0	o d b I* t a
odbywa 1.0	o d b I* v a
odbywają 1.0	o d b I v a* j o m
odbywają 1.0	o d b I v a* j on
odbywająca 1.0	o d b I v a j on* ts a
odbywające 1.0	o d b I v a j on* ts e
odbywającego 1.0	o d b I v a j o n ts e* g o
odbywającego 1.0	o d b I v a j on ts e* g o
odbywającemu 1.0	o d b I v a j o n ts e* m u
odbywającemu 1.0	o d b I v a j on ts e* m u
odbywający 1.0	o d b I v a j on* ts I
odbywali 1.0	o d b I v a* l i
odbywania 1.0	o d b I v a* ni a
odbywanie 1.0	o d b I v a* ni e
odbywaniu 1.0	o d b I v a* ni u
odbywać 1.0	o d b I* v a tsi
odbywał 1.0	o d b I* v a w
odbywała 1.0	o d b I v a* w a
odbywało 1.0	o d b I v a* w o
odbywały 1.0	o d b I v a* w I
odbyć 1.0	o* d b I tsi
odbył 1.0	o* d b I w
odbyła 1.0	o d b I* w a
odbyło 1.0	o d b I* w o
odbyły 1.0	o d b I* w I
odbędzie 1.0	o d b en* dzi e
odbędą 1.0	o d b en* d o m
odbędą 1.0	o d b en* d on
odchodzenie 1.0	o d x o dz e* ni e
odchodzenie 1.0	o t x o dz e* ni e
odchodzi 1.0	o d x o* dzi i
odchodzi 1.0	o t x o* dzi i
odchodzili 1.0	o d x o dzi i* l i
odchodzili 1.0	o t x o dzi i* l i
odchodzić 1.0	o d x o* dzi i tsi
odchodzić 1.0	o t x o* dzi i tsi
odchodził 1.0	o d x o* dzi i w
odchodził 1.0	o t x o* dzi i w
odchodzą 1.0	o d x o* dz o m
odchodzą 1.0	o d x o* dz on
odchodzą 1.0	o t x o* dz o m
odchodzą 1.0	o t x o* dz on
odchodzące 1.0	o d x o dz on* ts e
odchodzące 1.0	o t x o dz on* ts e
odchodzącego 1.0	o d x o dz o n ts e* g o
odchodzącego 1.0	o d x o dz on ts e* g o
odchodzącego 1.0	o t x o dz o n ts e* g o
odchodzącego 1.0	o t x o dz on ts e* g o
odchodzącymi 1.0	o d x o dz o n ts I* m i
odchodzącymi 1.0	o d x o dz on ts I* m i
odchodzącymi 1.0	o t x o dz o n ts I* m i
odchodzącymi 1.0	o t x o dz on ts I* m i
odchodów 1.0	o d x o* d u f
odchodów 1.0	o d x o* d u v
odchodów 1.0	o t x o* d u f
odchodów 1.0	o t x o* d u v
odchować 1.0	o d x o* v a tsi
odchować 1.0	o t x o* v a tsi
odchylać 1.0	o d x I* l a tsi
odchylać 1.0	o t x I* l a tsi
odchylała 1.0	o d x I l a* w a
odchylała 1.0	o t x I l a* w a
odchylenie 1.0	o d x I l e* ni e
odchylenie 1.0	o t x I l e* ni e
odchyleń 1.0	o d x I* l e ni
odchyleń 1.0	o t x I* l e ni
odchylić 1.0	o d x I* l i tsi
odchylić 1.0	o t x I* l i tsi
